Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,3,1.0,2.0,1,0,7.25,3.0
1,1,0.0,2.0,1,0,71.2833,1.0
1,3,0.0,2.0,0,0,7.925,3.0
1,1,0.0,2.0,1,0,53.1,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,0,0,8.4583,2.0
0,1,1.0,2.0,0,0,51.8625,3.0
0,3,1.0,1.0,3,1,21.075,3.0
1,3,0.0,2.0,0,2,11.1333,3.0
1,2,0.0,1.0,1,0,30.0708,1.0
1,3,0.0,1.0,1,1,16.7,3.0
1,1,0.0,2.0,0,0,26.55,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,1,5,31.275,3.0
0,3,0.0,1.0,0,0,7.8542,3.0
1,2,0.0,2.0,0,0,16.0,3.0
0,3,1.0,1.0,4,1,29.125,2.0
1,2,1.0,2.0,0,0,13.0,3.0
0,3,0.0,2.0,1,0,18.0,3.0
1,3,0.0,2.0,0,0,7.225,1.0
0,2,1.0,2.0,0,0,26.0,3.0
1,2,1.0,2.0,0,0,13.0,3.0
1,3,0.0,1.0,0,0,8.0292,2.0
1,1,1.0,2.0,0,0,35.5,3.0
0,3,0.0,1.0,3,1,21.075,3.0
1,3,0.0,2.0,1,5,31.3875,3.0
0,3,1.0,2.0,0,0,7.225,1.0
0,1,1.0,1.0,3,2,263.0,3.0
1,3,0.0,2.0,0,0,7.8792,2.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,1,1.0,2.0,0,0,27.7208,1.0
1,1,0.0,2.0,1,0,146.5208,1.0
1,3,0.0,2.0,0,0,7.75,2.0
0,2,1.0,3.0,0,0,10.5,3.0
0,1,1.0,2.0,1,0,82.1708,1.0
0,1,1.0,2.0,1,0,52.0,3.0
1,3,1.0,2.0,0,0,7.2292,1.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,0.0,1.0,2,0,18.0,3.0
1,3,0.0,1.0,1,0,11.2417,1.0
0,3,0.0,2.0,1,0,9.475,3.0
0,2,0.0,2.0,1,0,21.0,3.0
0,3,1.0,2.0,0,0,7.8958,1.0
1,2,0.0,1.0,1,2,41.5792,1.0
1,3,0.0,1.0,0,0,7.8792,2.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,1,0,15.5,2.0
1,3,0.0,2.0,0,0,7.75,2.0
0,3,1.0,2.0,2,0,21.6792,1.0
0,3,0.0,1.0,1,0,17.8,3.0
0,3,1.0,1.0,4,1,39.6875,3.0
0,3,1.0,2.0,0,0,7.8,3.0
1,1,0.0,2.0,1,0,76.7292,1.0
1,2,0.0,2.0,1,0,26.0,3.0
0,1,1.0,3.0,0,1,61.9792,1.0
1,1,1.0,2.0,0,0,35.5,3.0
1,2,0.0,2.0,0,0,10.5,3.0
0,3,1.0,2.0,0,0,7.2292,1.0
1,2,0.0,1.0,1,2,27.75,3.0
0,3,1.0,1.0,5,2,46.9,3.0
0,3,1.0,2.0,0,0,7.2292,1.0
1,1,0.0,2.0,0,0,80.0,3.0
0,1,1.0,2.0,1,0,83.475,3.0
0,3,1.0,1.0,3,2,27.9,3.0
0,1,1.0,2.0,0,0,27.7208,1.0
1,3,1.0,2.0,1,1,15.2458,1.0
1,2,0.0,2.0,0,0,10.5,3.0
0,3,1.0,1.0,0,0,8.1583,3.0
1,3,0.0,1.0,4,2,7.925,3.0
0,3,1.0,2.0,2,0,8.6625,3.0
0,2,1.0,2.0,0,0,10.5,3.0
0,3,0.0,1.0,5,2,46.9,3.0
0,2,1.0,2.0,0,0,73.5,3.0
0,3,1.0,2.0,1,0,14.4542,1.0
1,3,1.0,2.0,0,0,56.4958,3.0
0,3,1.0,2.0,0,0,7.65,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,3,1.0,2.0,0,0,8.05,3.0
1,2,1.0,1.0,0,2,29.0,3.0
1,3,0.0,2.0,0,0,12.475,3.0
0,3,1.0,2.0,0,0,9.0,3.0
1,3,1.0,2.0,0,0,9.5,3.0
1,3,0.0,2.0,0,0,7.7875,2.0
0,1,1.0,2.0,0,0,47.1,3.0
1,2,0.0,1.0,0,0,10.5,3.0
1,3,0.0,2.0,3,0,15.85,3.0
0,3,1.0,1.0,1,3,34.375,3.0
0,3,1.0,2.0,0,0,8.05,3.0
1,1,0.0,2.0,3,2,263.0,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,0,0,7.8542,3.0
0,1,1.0,2.0,1,0,61.175,3.0
0,3,1.0,2.0,1,2,20.575,3.0
0,3,1.0,2.0,0,0,7.25,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,1,1.0,3.0,0,0,34.6542,1.0
1,1,1.0,2.0,0,1,63.3583,1.0
1,2,0.0,2.0,0,1,23.0,3.0
0,2,1.0,2.0,1,0,26.0,3.0
0,3,0.0,2.0,0,0,7.8958,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,1,1.0,2.0,0,1,77.2875,3.0
0,3,1.0,2.0,0,0,8.6542,3.0
0,3,1.0,2.0,2,0,7.925,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,3,0.0,2.0,0,0,7.65,3.0
1,3,1.0,2.0,0,0,7.775,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,3,0.0,2.0,1,0,24.15,2.0
0,1,1.0,2.0,0,0,52.0,3.0
0,3,0.0,1.0,1,0,14.4542,1.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,0.0,2.0,1,0,9.825,3.0
0,3,0.0,1.0,0,0,14.4583,1.0
0,3,1.0,2.0,0,0,7.925,3.0
0,3,1.0,3.0,0,0,7.75,2.0
0,2,1.0,2.0,1,0,21.0,3.0
0,1,1.0,2.0,0,1,247.5208,1.0
0,3,0.0,1.0,4,2,31.275,3.0
0,2,1.0,2.0,2,0,73.5,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,2,1.0,2.0,1,0,30.0708,1.0
1,2,0.0,2.0,0,0,13.0,3.0
0,1,1.0,2.0,0,1,77.2875,3.0
1,3,1.0,1.0,1,0,11.2417,1.0
0,3,1.0,2.0,0,0,7.75,2.0
1,3,1.0,2.0,0,0,7.1417,3.0
1,3,0.0,2.0,1,1,22.3583,1.0
0,3,1.0,2.0,0,0,6.975,3.0
0,3,1.0,2.0,0,0,7.8958,1.0
0,3,1.0,2.0,0,0,7.05,3.0
0,3,0.0,2.0,1,0,14.5,3.0
1,2,0.0,2.0,1,0,26.0,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,2,1.0,2.0,0,0,15.0458,1.0
1,1,0.0,1.0,0,2,26.2833,3.0
0,1,1.0,2.0,1,0,53.1,3.0
0,3,1.0,1.0,0,0,9.2167,3.0
0,1,1.0,2.0,0,0,79.2,1.0
0,3,0.0,2.0,0,2,15.2458,1.0
1,3,0.0,2.0,0,0,7.75,3.0
1,3,0.0,2.0,1,0,15.85,3.0
0,3,1.0,1.0,0,0,6.75,2.0
0,2,1.0,1.0,0,0,11.5,3.0
0,2,1.0,1.0,1,1,36.75,3.0
1,3,1.0,2.0,0,0,7.7958,3.0
0,3,0.0,1.0,2,2,34.375,3.0
0,2,1.0,2.0,0,2,26.0,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,2,1.0,2.0,0,0,12.525,3.0
1,1,0.0,2.0,1,0,66.6,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,0,2,14.5,3.0
0,3,1.0,2.0,0,0,7.3125,3.0
0,1,1.0,2.0,0,1,61.3792,1.0
1,3,0.0,1.0,0,0,7.7333,2.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,0,0,8.6625,3.0
0,3,1.0,2.0,8,2,69.55,3.0
0,3,1.0,2.0,0,1,16.1,3.0
1,2,0.0,2.0,0,0,15.75,3.0
0,3,1.0,2.0,0,0,7.775,3.0
0,3,1.0,1.0,0,0,8.6625,3.0
0,3,1.0,1.0,4,1,39.6875,3.0
1,3,1.0,1.0,0,2,20.525,3.0
1,1,0.0,2.0,0,1,55.0,3.0
0,3,0.0,2.0,1,4,27.9,3.0
0,1,1.0,2.0,0,0,25.925,3.0
0,3,1.0,2.0,0,0,56.4958,3.0
0,1,1.0,3.0,0,0,33.5,3.0
0,3,1.0,1.0,4,1,29.125,2.0
1,3,0.0,1.0,1,1,11.1333,3.0
0,3,1.0,2.0,0,0,7.925,3.0
0,1,1.0,2.0,0,0,30.6958,1.0
0,3,1.0,1.0,1,1,7.8542,3.0
0,3,1.0,2.0,3,1,25.4667,3.0
0,1,0.0,2.0,0,0,28.7125,1.0
0,2,1.0,2.0,0,0,13.0,3.0
0,3,1.0,2.0,0,0,0.0,3.0
0,3,0.0,2.0,8,2,69.55,3.0
0,2,1.0,2.0,0,0,15.05,1.0
0,3,1.0,1.0,4,2,31.3875,3.0
1,2,1.0,1.0,2,1,39.0,3.0
1,3,0.0,1.0,0,2,22.025,3.0
0,1,1.0,2.0,0,0,50.0,3.0
1,3,0.0,2.0,1,0,15.5,2.0
1,1,1.0,2.0,0,0,26.55,3.0
0,3,1.0,2.0,1,1,15.5,2.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,2,0.0,2.0,0,0,13.0,3.0
0,2,1.0,1.0,0,0,13.0,3.0
1,3,0.0,1.0,1,0,7.8542,3.0
1,2,1.0,1.0,1,1,26.0,3.0
1,1,0.0,2.0,0,0,27.7208,1.0
1,1,0.0,2.0,0,0,146.5208,1.0
0,3,1.0,2.0,0,0,7.75,2.0
0,3,1.0,2.0,0,1,8.4042,3.0
1,3,0.0,2.0,0,0,7.75,2.0
0,2,0.0,2.0,0,0,13.0,3.0
0,3,1.0,2.0,0,0,9.5,3.0
0,3,1.0,2.0,8,2,69.55,3.0
0,3,1.0,2.0,0,0,6.4958,3.0
0,3,1.0,2.0,0,0,7.225,1.0
1,3,1.0,1.0,0,0,8.05,3.0
0,3,0.0,1.0,0,1,10.4625,3.0
0,3,1.0,2.0,1,0,15.85,3.0
1,3,1.0,2.0,0,0,18.7875,1.0
1,3,0.0,1.0,0,0,7.75,2.0
1,1,1.0,2.0,0,0,31.0,1.0
0,3,1.0,2.0,0,0,7.05,3.0
1,2,0.0,2.0,0,0,21.0,3.0
0,3,1.0,2.0,0,0,7.25,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,3,1.0,2.0,1,0,7.75,2.0
1,1,0.0,2.0,1,0,113.275,1.0
1,3,0.0,2.0,0,0,7.925,3.0
0,2,1.0,2.0,1,0,27.0,3.0
1,1,0.0,2.0,0,0,76.2917,1.0
0,2,1.0,2.0,0,0,10.5,3.0
1,3,1.0,1.0,0,0,8.05,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,1,1.0,2.0,1,0,90.0,3.0
0,3,1.0,2.0,0,0,9.35,3.0
1,2,1.0,1.0,0,0,10.5,3.0
0,3,1.0,2.0,0,0,7.25,3.0
0,2,1.0,1.0,0,0,13.0,3.0
0,3,0.0,2.0,3,1,25.4667,3.0
1,1,0.0,2.0,1,0,83.475,3.0
0,3,1.0,2.0,0,0,7.775,3.0
0,2,1.0,2.0,0,0,13.5,3.0
1,3,0.0,1.0,4,2,31.3875,3.0
0,2,1.0,2.0,0,0,10.5,3.0
0,3,0.0,2.0,0,0,7.55,3.0
0,2,1.0,2.0,1,0,26.0,3.0
1,2,0.0,1.0,0,2,26.25,3.0
0,2,1.0,1.0,0,0,10.5,3.0
0,2,1.0,2.0,0,0,12.275,3.0
0,3,0.0,2.0,1,0,14.4542,1.0
1,3,0.0,2.0,1,0,15.5,2.0
0,2,1.0,2.0,0,0,10.5,3.0
0,3,1.0,2.0,0,0,7.125,3.0
0,3,1.0,2.0,0,0,7.225,1.0
0,1,1.0,2.0,2,0,90.0,2.0
0,3,0.0,2.0,0,0,7.775,3.0
1,2,0.0,2.0,0,2,14.5,3.0
1,1,1.0,2.0,1,1,52.5542,3.0
0,2,1.0,2.0,1,0,26.0,3.0
0,3,1.0,2.0,0,0,7.25,3.0
0,3,0.0,2.0,1,1,10.4625,3.0
0,1,1.0,3.0,0,0,26.55,3.0
0,3,1.0,2.0,1,0,16.1,3.0
0,3,0.0,2.0,0,2,20.2125,3.0
1,3,0.0,2.0,0,2,15.2458,1.0
1,1,0.0,2.0,0,0,79.2,1.0
1,1,0.0,2.0,0,0,86.5,3.0
1,1,0.0,2.0,0,0,512.3292,1.0
1,2,0.0,2.0,0,1,26.0,3.0
0,3,1.0,2.0,0,0,7.75,2.0
1,3,1.0,1.0,4,2,31.3875,3.0
0,1,1.0,2.0,1,1,79.65,3.0
0,1,1.0,2.0,0,0,0.0,3.0
0,3,0.0,2.0,0,0,7.75,2.0
0,2,1.0,2.0,0,0,10.5,3.0
0,3,1.0,1.0,4,1,39.6875,3.0
1,3,1.0,2.0,1,0,7.775,3.0
1,1,0.0,2.0,0,1,153.4625,3.0
1,1,0.0,2.0,0,0,135.6333,3.0
0,1,1.0,2.0,0,0,31.0,3.0
1,3,1.0,2.0,0,0,0.0,3.0
1,2,0.0,2.0,0,1,19.5,3.0
0,1,1.0,2.0,0,1,29.7,1.0
1,3,0.0,2.0,0,0,7.75,2.0
1,1,0.0,3.0,1,0,77.9583,3.0
0,3,0.0,2.0,0,0,7.75,3.0
0,2,1.0,2.0,0,0,0.0,3.0
0,3,1.0,1.0,4,1,29.125,2.0
1,3,0.0,2.0,1,1,20.25,3.0
0,3,1.0,3.0,0,0,7.75,2.0
0,3,1.0,2.0,0,0,7.8542,3.0
0,3,1.0,1.0,0,0,9.5,3.0
1,3,1.0,1.0,0,0,8.05,3.0
0,1,1.0,2.0,0,0,26.0,3.0
0,3,1.0,2.0,0,0,8.6625,1.0
1,3,1.0,2.0,0,0,9.5,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,2,1.0,2.0,0,0,13.0,3.0
1,3,0.0,2.0,0,0,7.75,2.0
1,1,0.0,2.0,0,0,78.85,3.0
1,1,0.0,1.0,1,0,91.0792,1.0
0,2,1.0,2.0,0,0,12.875,1.0
0,3,0.0,2.0,0,0,8.85,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,1,1.0,2.0,0,0,27.7208,1.0
0,3,1.0,2.0,0,0,7.2292,1.0
0,1,0.0,1.0,1,2,151.55,3.0
1,1,1.0,2.0,0,0,30.5,3.0
1,1,0.0,2.0,0,1,247.5208,1.0
1,3,0.0,2.0,0,0,7.75,2.0
1,3,1.0,2.0,2,0,23.25,2.0
0,3,1.0,1.0,0,0,0.0,3.0
1,2,0.0,2.0,0,0,12.35,2.0
0,3,1.0,2.0,0,0,8.05,3.0
1,1,1.0,1.0,1,2,151.55,3.0
1,1,0.0,2.0,0,0,110.8833,1.0
1,1,0.0,1.0,1,0,108.9,1.0
0,2,1.0,2.0,1,0,24.0,1.0
1,1,0.0,2.0,0,0,56.9292,1.0
1,1,0.0,2.0,0,0,83.1583,1.0
1,1,0.0,1.0,2,2,262.375,1.0
0,2,0.0,2.0,1,1,26.0,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,2,1.0,2.0,1,1,26.25,3.0
1,3,0.0,2.0,0,0,7.8542,3.0
1,2,0.0,2.0,1,0,26.0,3.0
0,2,1.0,2.0,0,0,14.0,3.0
1,1,0.0,2.0,0,2,164.8667,3.0
1,1,0.0,2.0,1,1,134.5,1.0
0,3,1.0,2.0,0,0,7.25,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
1,2,0.0,2.0,0,0,12.35,2.0
1,2,0.0,2.0,1,1,29.0,3.0
0,3,1.0,2.0,8,2,69.55,3.0
1,1,0.0,2.0,0,0,135.6333,1.0
0,3,1.0,3.0,0,0,6.2375,3.0
1,2,0.0,2.0,0,0,13.0,3.0
1,3,0.0,2.0,1,1,20.525,3.0
1,1,0.0,1.0,0,1,57.9792,1.0
1,3,0.0,2.0,2,0,23.25,2.0
0,1,1.0,2.0,0,0,28.5,3.0
0,1,1.0,2.0,0,1,153.4625,3.0
0,3,1.0,1.0,2,0,18.0,3.0
1,1,0.0,2.0,1,0,133.65,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,1,1.0,2.0,1,0,66.6,3.0
1,1,0.0,2.0,0,0,134.5,1.0
1,3,1.0,2.0,0,0,8.05,3.0
0,1,1.0,2.0,0,0,35.5,3.0
1,2,1.0,1.0,1,1,26.0,3.0
1,1,0.0,2.0,3,2,263.0,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,2,1.0,2.0,0,0,13.0,3.0
1,2,0.0,2.0,0,0,13.0,3.0
1,2,0.0,2.0,0,0,13.0,3.0
1,3,0.0,2.0,1,0,16.1,3.0
1,3,1.0,1.0,1,1,15.9,3.0
0,3,1.0,2.0,0,0,8.6625,3.0
0,3,1.0,2.0,0,0,9.225,3.0
0,1,1.0,2.0,0,0,35.0,3.0
0,3,1.0,1.0,1,1,7.2292,1.0
0,3,1.0,2.0,1,0,17.8,3.0
0,3,1.0,2.0,0,0,7.225,1.0
0,3,1.0,2.0,0,0,9.5,3.0
1,1,0.0,2.0,0,1,55.0,3.0
0,2,0.0,2.0,0,0,13.0,3.0
1,3,0.0,2.0,0,0,7.8792,2.0
1,3,0.0,2.0,0,0,7.8792,2.0
0,3,1.0,2.0,1,4,27.9,3.0
0,2,1.0,2.0,1,0,27.7208,1.0
0,3,0.0,2.0,0,1,14.4542,1.0
0,3,1.0,2.0,0,0,7.05,3.0
0,3,1.0,2.0,1,0,15.5,2.0
0,3,1.0,2.0,0,0,7.25,3.0
1,1,0.0,3.0,1,0,75.25,1.0
1,3,0.0,2.0,0,0,7.2292,1.0
1,3,0.0,2.0,0,0,7.75,2.0
1,1,0.0,2.0,0,0,69.3,1.0
1,1,1.0,2.0,1,0,55.4417,1.0
0,3,1.0,1.0,1,0,6.4958,3.0
0,3,1.0,1.0,0,0,8.05,3.0
0,1,1.0,2.0,0,0,135.6333,1.0
0,3,0.0,1.0,3,1,21.075,3.0
1,1,0.0,2.0,1,0,82.1708,1.0
1,3,0.0,2.0,0,0,7.25,3.0
0,1,1.0,2.0,0,2,211.5,1.0
0,3,1.0,2.0,0,0,4.0125,1.0
0,3,1.0,1.0,0,0,7.775,3.0
1,1,0.0,2.0,0,0,227.525,1.0
1,3,0.0,1.0,0,2,15.7417,1.0
0,3,1.0,2.0,0,0,7.925,3.0
1,1,0.0,2.0,1,0,52.0,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,2,1.0,1.0,0,0,73.5,3.0
0,3,1.0,1.0,5,2,46.9,3.0
1,2,0.0,2.0,0,0,13.0,3.0
0,3,1.0,2.0,0,0,7.7292,2.0
1,2,0.0,1.0,0,0,12.0,1.0
1,1,1.0,2.0,1,2,120.0,3.0
1,3,1.0,2.0,0,0,7.7958,3.0
0,3,1.0,2.0,2,0,7.925,3.0
1,1,0.0,2.0,1,0,113.275,1.0
1,3,0.0,2.0,0,2,16.7,3.0
0,3,1.0,2.0,0,0,7.7958,3.0
0,3,0.0,2.0,0,0,7.8542,3.0
0,2,1.0,2.0,0,0,26.0,3.0
0,2,1.0,2.0,0,0,10.5,3.0
1,2,0.0,2.0,0,0,12.65,3.0
1,3,1.0,2.0,0,0,7.925,3.0
0,3,1.0,2.0,0,0,8.05,3.0
0,3,0.0,2.0,1,0,9.825,3.0
0,3,1.0,2.0,1,0,15.85,3.0
0,3,0.0,2.0,0,0,8.6625,3.0
0,2,1.0,2.0,1,0,21.0,3.0
0,3,1.0,2.0,0,0,7.75,3.0
1,2,1.0,1.0,1,1,18.75,3.0
0,3,1.0,2.0,0,0,7.775,3.0
0,3,0.0,2.0,3,1,25.4667,3.0
0,3,1.0,2.0,0,0,7.8958,3.0
0,3,1.0,2.0,0,0,6.8583,2.0
1,1,0.0,2.0,1,0,90.0,2.0
0,2,1.0,2.0,0,0,0.0,3.0
1,3,1.0,2.0,0,0,7.925,3.0
0,3,0.0,2.0,0,0,8.05,3.0
1,2,0.0,2.0,1,1,32.5,3.0
1,2,0.0,1.0,0,2,13.0,3.0
0,2,1.0,2.0,0,0,13.0,3.0
0,3,0.0,1.0,0,2,24.15,3.0
0,3,1.0,2.0,0,0,7.8958,1.0
0,3,1.0,2.0,0,0,7.7333,2.0
0,3,1.0,2.0,0,0,7.875,3.0
0,3,0.0,2.0,1,1,14.4,3.0
0,3,1.0,1.0,1,1,20.2125,3.0
0,3,1.0,2.0,0,0,7.25,3.0
1,2,0.0,2.0,1,0,26.0,3.0
1,2,0.0,1.0,0,0,26.0,3.0
0,3,1.0,2.0,0,0,7.75,2.0
1,3,1.0,2.0,0,0,8.05,3.0
1,1,1.0,2.0,0,0,26.55,3.0
1,3,0.0,2.0,1,0,16.1,3.0
1,2,0.0,2.0,1,0,26.0,3.0
0,3,1.0,1.0,0,0,7.125,3.0
0,1,1.0,2.0,1,0,55.9,3.0
1,1,0.0,1.0,1,2,120.0,3.0
0,3,0.0,2.0,2,2,34.375,3.0
1,2,0.0,2.0,2,3,18.75,3.0
0,1,1.0,3.0,1,4,263.0,3.0
0,2,1.0,2.0,0,0,10.5,3.0
1,2,0.0,2.0,1,1,26.25,3.0
0,3,1.0,2.0,0,0,9.5,3.0
0,3,1.0,2.0,1,0,7.775,3.0
1,2,0.0,2.0,0,0,13.0,3.0
1,3,1.0,2.0,0,0,8.1125,3.0
